filename,classe,lum_interieur_masque,lum_exterieur_masque,surface_masque,variance_laplacien
COVID-12.png,COVID,142.0062,10.8849,0.215266,2055.052
COVID-120.png,COVID,140.9899,10.898,0.261283,2127.9784
COVID-1200.png,COVID,138.5457,10.8725,0.341797,2210.1949
COVID-1201.png,COVID,139.5023,10.9334,0.163153,1362.1944
COVID-1202.png,COVID,140.9214,10.877,0.257939,1629.5842
COVID-1203.png,COVID,138.9936,10.8088,0.316596,1997.3478
COVID-1204.png,COVID,144.2686,10.8633,0.244695,2035.5133
COVID-1206.png,COVID,144.8337,10.9414,0.176598,1548.1607
COVID-1207.png,COVID,142.6652,10.8698,0.247436,2061.7813
COVID-1208.png,COVID,139.0705,10.9468,0.124003,1062.1188
COVID-1209.png,COVID,139.9621,10.9139,0.227794,1821.0858
COVID-121.png,COVID,136.7831,10.7733,0.327491,3677.4858
COVID-1210.png,COVID,137.4647,10.9301,0.158544,1408.277
COVID-1211.png,COVID,140.3372,10.7572,0.407456,2503.8657
COVID-1212.png,COVID,139.8739,10.9175,0.148477,1214.7249
COVID-1214.png,COVID,140.9165,10.8906,0.241049,2372.1633
COVID-1215.png,COVID,140.4414,10.8449,0.286831,1820.6886
COVID-1216.png,COVID,142.3797,10.8548,0.257335,2250.9961
COVID-1217.png,COVID,142.4669,10.7484,0.478451,2816.7836
COVID-1218.png,COVID,135.4671,10.8829,0.205389,1796.44
COVID-1219.png,COVID,141.16,10.8178,0.385533,2573.0166
COVID-122.png,COVID,142.5559,10.9291,0.186508,1660.6375
COVID-1220.png,COVID,141.2548,10.9329,0.184551,1718.2188
COVID-1222.png,COVID,143.4539,10.7499,0.382703,2581.9899
COVID-1223.png,COVID,140.1647,10.8992,0.18436,1682.2523
COVID-1224.png,COVID,141.0807,10.7111,0.408485,2678.0015
COVID-1225.png,COVID,146.5679,10.9463,0.138555,1324.3725
COVID-1226.png,COVID,140.7166,10.8705,0.232839,2186.5927
COVID-1227.png,COVID,141.524,10.8978,0.192112,1872.5975
COVID-123.png,COVID,138.1972,10.6567,0.460554,2538.3598
COVID-1230.png,COVID,143.861,10.8948,0.189606,1804.2147
COVID-1231.png,COVID,140.2053,10.837,0.312648,1860.0899
COVID-1233.png,COVID,143.1019,10.8053,0.357983,2671.8641
COVID-1234.png,COVID,140.9526,10.8552,0.306462,2215.3451
COVID-1235.png,COVID,139.3747,10.831,0.322849,2024.4298
COVID-1236.png,COVID,137.1876,10.7952,0.320008,2684.5471
COVID-1237.png,COVID,140.6851,10.8367,0.306283,1740.2551
COVID-1238.png,COVID,140.3036,10.8405,0.236765,2182.2417
COVID-1239.png,COVID,140.1565,10.8345,0.362904,2378.0604
COVID-1240.png,COVID,140.7705,10.8684,0.201497,1967.3033
COVID-1241.png,COVID,140.6829,10.7796,0.387222,2513.1217
COVID-1242.png,COVID,138.8234,10.9083,0.170815,1590.3715
COVID-1243.png,COVID,140.8405,10.8467,0.254673,2497.7693
COVID-1245.png,COVID,142.7739,10.8639,0.236328,2036.7342
COVID-1246.png,COVID,139.5859,10.8598,0.232223,1826.6025
COVID-1247.png,COVID,138.6081,10.7609,0.424559,2494.3269
COVID-1248.png,COVID,138.4809,10.9129,0.149775,1358.1725
COVID-125.png,COVID,140.6118,10.923,0.191776,1530.6993
COVID-1251.png,COVID,140.864,10.9033,0.14964,1556.8862
COVID-1252.png,COVID,142.2249,10.8904,0.235288,1400.7262
COVID-1253.png,COVID,141.0633,10.7194,0.423083,2600.7051
COVID-1255.png,COVID,138.0485,10.8965,0.259046,1846.1842
COVID-1256.png,COVID,143.2616,10.9154,0.214875,2059.4744
COVID-1257.png,COVID,141.9931,10.9239,0.206262,2006.0221
COVID-1258.png,COVID,136.9136,10.8544,0.296607,2016.6075
COVID-1259.png,COVID,142.4377,10.9428,0.18266,1963.9532
COVID-126.png,COVID,143.7811,10.9218,0.196228,1650.9225
COVID-1260.png,COVID,141.4427,10.8466,0.21964,1821.4532
COVID-1262.png,COVID,141.1667,10.8703,0.32531,2167.0328
COVID-1263.png,COVID,143.3534,10.8819,0.228174,1957.5347
COVID-1265.png,COVID,143.7954,10.9071,0.235959,2129.7965
COVID-1266.png,COVID,143.1147,10.9004,0.2053,1827.9042
COVID-1268.png,COVID,137.1129,10.6644,0.459536,2923.2
COVID-1269.png,COVID,142.8662,10.8908,0.199293,1741.4907
COVID-127.png,COVID,141.4965,10.7892,0.368508,2510.9669
COVID-1270.png,COVID,140.6051,10.8132,0.2554,1796.0433
COVID-1272.png,COVID,139.0602,10.8828,0.220523,1401.0199
COVID-1273.png,COVID,140.8557,10.7153,0.42957,2579.2006
COVID-1274.png,COVID,139.4803,10.8496,0.335153,2288.034
COVID-1275.png,COVID,141.6671,10.813,0.287625,2642.2905
COVID-1277.png,COVID,139.9505,10.8161,0.366327,2374.0866
COVID-1278.png,COVID,141.4632,10.9195,0.270411,1773.6205
COVID-128.png,COVID,143.2815,10.9466,0.176989,1706.9332
COVID-1280.png,COVID,136.5513,10.7995,0.445588,2951.7734
COVID-1282.png,COVID,140.6244,10.8449,0.333609,2267.3353
COVID-1283.png,COVID,140.9878,10.7824,0.37456,2736.3069
COVID-1284.png,COVID,143.9056,10.8651,0.254684,1832.7484
COVID-1286.png,COVID,141.2133,10.8701,0.279706,2819.479
COVID-1287.png,COVID,141.8319,10.9219,0.161296,1266.0321
COVID-1289.png,COVID,136.9837,10.8049,0.390052,2899.5224
COVID-129.png,COVID,141.9994,10.912,0.189125,1738.5135
COVID-1292.png,COVID,140.7243,10.7818,0.394145,2364.6326
COVID-1293.png,COVID,140.0219,10.9434,0.204025,1827.0354
COVID-1294.png,COVID,138.6453,10.8056,0.345544,2132.4815
COVID-1295.png,COVID,137.8522,10.8681,0.239125,1837.0682
COVID-1297.png,COVID,143.0972,10.8407,0.325198,2528.7203
COVID-1298.png,COVID,142.2049,10.8994,0.238062,1975.1842
COVID-13.png,COVID,134.6829,10.8961,0.266507,2092.2097
COVID-130.png,COVID,138.9966,10.8155,0.360309,2490.4666
COVID-1300.png,COVID,138.8625,10.8357,0.265601,2288.4914
COVID-1301.png,COVID,142.5416,10.916,0.186899,1744.1508
COVID-1302.png,COVID,138.5387,10.8508,0.251015,1817.6061
COVID-1303.png,COVID,140.5051,10.8517,0.288408,2504.3099
COVID-1304.png,COVID,139.0091,10.801,0.240064,1989.022
COVID-1305.png,COVID,142.0373,10.7615,0.321932,2184.2604
COVID-1306.png,COVID,138.282,10.7834,0.340701,2947.9906
COVID-1308.png,COVID,139.9707,10.829,0.302782,1830.9522
COVID-1309.png,COVID,140.4434,10.8661,0.299683,2478.8486
COVID-131.png,COVID,139.238,10.9459,0.148578,1228.8726
COVID-1310.png,COVID,141.7109,10.8881,0.235881,2275.4967
COVID-1311.png,COVID,141.0267,10.8483,0.280098,1921.3473
COVID-1312.png,COVID,139.4537,10.8038,0.366718,2758.5178
COVID-1313.png,COVID,141.7314,10.879,0.241172,2409.6632
COVID-1315.png,COVID,140.0009,10.8688,0.233554,2126.4586
COVID-1316.png,COVID,141.4945,10.8798,0.245736,2108.3179
COVID-1317.png,COVID,139.4538,10.7088,0.526169,2788.2296
COVID-1318.png,COVID,139.7327,10.7835,0.384593,3111.2059
COVID-1319.png,COVID,140.7648,10.8344,0.251451,2074.1387
COVID-1321.png,COVID,136.2854,10.6981,0.459894,2820.2315
COVID-1322.png,COVID,137.023,10.8416,0.304091,2362.476
COVID-1324.png,COVID,138.8806,10.8757,0.269829,2538.1712
COVID-1325.png,COVID,141.3886,10.8386,0.27512,2295.3522
COVID-1328.png,COVID,138.8516,10.8442,0.290836,2345.9225
COVID-133.png,COVID,141.431,10.9114,0.173231,1652.5957
COVID-1330.png,COVID,140.1999,10.9159,0.194036,1856.0004
COVID-1331.png,COVID,139.8316,10.8051,0.29003,2337.6622
COVID-1333.png,COVID,141.3314,10.7952,0.314963,2708.5395
COVID-1334.png,COVID,137.5662,10.9501,0.110771,1282.2335
COVID-1336.png,COVID,137.713,10.7612,0.355947,2937.0
COVID-1337.png,COVID,141.6523,10.9028,0.193387,1701.1241
COVID-1339.png,COVID,140.092,10.8965,0.20936,2072.416
COVID-134.png,COVID,142.5541,10.9504,0.16879,1617.5109
COVID-1340.png,COVID,141.5243,10.8688,0.193387,1787.5439
COVID-1342.png,COVID,139.3304,10.7165,0.40381,2946.2028
COVID-1343.png,COVID,141.5304,10.9223,0.216329,2164.0069
COVID-1345.png,COVID,141.475,10.7991,0.387937,2886.8689
COVID-1346.png,COVID,140.7329,10.8408,0.221161,1929.8195
COVID-1348.png,COVID,138.6588,10.7642,0.349023,2717.8802
COVID-1349.png,COVID,139.0264,10.8461,0.255221,2069.9984
COVID-135.png,COVID,140.9095,10.8488,0.279941,2127.2671
COVID-1351.png,COVID,140.5437,10.7692,0.433552,3013.0501
COVID-1354.png,COVID,138.6662,10.8087,0.384168,2838.1352
COVID-1355.png,COVID,138.5433,10.8856,0.19662,1721.6214
COVID-1357.png,COVID,137.2281,10.7576,0.431807,2788.3182
COVID-1358.png,COVID,136.7147,10.8737,0.238711,1694.6586
COVID-136.png,COVID,139.2623,10.8778,0.231452,1849.5408
COVID-1360.png,COVID,137.906,10.8125,0.351931,2946.78
COVID-1361.png,COVID,140.1122,10.8853,0.362177,2804.433
COVID-1363.png,COVID,139.7757,10.8457,0.315086,2653.7485
COVID-1364.png,COVID,140.2996,10.8691,0.205221,1729.0105
COVID-1365.png,COVID,138.4353,10.7997,0.351719,2435.1766
COVID-1366.png,COVID,143.4478,10.9329,0.160088,1509.0713
COVID-1368.png,COVID,140.347,10.8463,0.35258,2658.1375
COVID-137.png,COVID,141.7861,10.9292,0.15662,1498.3618
COVID-1371.png,COVID,140.0762,10.924,0.193711,2052.5014
COVID-1372.png,COVID,139.5735,10.8702,0.172369,1421.9824
COVID-1374.png,COVID,141.9538,10.9413,0.236451,2176.0485
COVID-1375.png,COVID,138.673,10.9316,0.16917,1460.442
COVID-1377.png,COVID,139.7042,10.8267,0.292368,2226.5255
COVID-1378.png,COVID,140.301,10.8836,0.148902,1421.3399
COVID-138.png,COVID,138.3213,10.8851,0.249941,1920.9671
COVID-1382.png,COVID,141.1898,10.8487,0.298006,2587.3636
COVID-1383.png,COVID,138.0357,10.9486,0.151218,1449.8846
COVID-1384.png,COVID,138.3498,10.756,0.450465,2872.7381
COVID-1385.png,COVID,139.3299,10.9478,0.140077,1327.1865
COVID-1387.png,COVID,140.1832,10.9219,0.221519,2289.7764
COVID-1388.png,COVID,142.6909,10.8901,0.159372,1498.2859
COVID-1390.png,COVID,141.2786,10.8327,0.268767,2301.8445
COVID-1391.png,COVID,140.9124,10.7981,0.292525,2191.0601
COVID-1393.png,COVID,137.2849,10.8619,0.270333,2570.1151
COVID-1394.png,COVID,137.2369,10.8344,0.299482,2171.8087
COVID-1396.png,COVID,142.0168,10.8447,0.268286,2411.8425
COVID-1399.png,COVID,141.4641,10.8259,0.343989,2259.3399
COVID-14.png,COVID,136.2764,10.8969,0.281943,2090.694
COVID-1405.png,COVID,138.0269,10.7546,0.394917,2469.0063
COVID-1409.png,COVID,139.3047,10.855,0.284907,2033.0754
COVID-141.png,COVID,142.5828,10.8784,0.183667,1685.7146
COVID-1412.png,COVID,140.9985,10.9132,0.202201,1689.3979
COVID-1414.png,COVID,141.4567,10.8926,0.220892,1661.8487
COVID-1415.png,COVID,142.4195,10.9255,0.21757,1869.2846
COVID-1417.png,COVID,140.5665,10.8087,0.358106,2775.7662
COVID-1418.png,COVID,142.192,10.8671,0.235232,2064.0553
COVID-142.png,COVID,139.1781,10.9476,0.193208,1361.3236
COVID-1420.png,COVID,141.8388,10.9164,0.244091,2215.6003
COVID-1421.png,COVID,142.4758,10.9055,0.266652,2236.9578
COVID-1424.png,COVID,142.9005,10.9,0.23172,1960.4798
COVID-1426.png,COVID,139.5415,10.8206,0.288285,2269.2117
COVID-1427.png,COVID,141.0541,10.832,0.296764,2335.5028
COVID-1429.png,COVID,141.6275,10.8127,0.37513,2635.5149
COVID-1432.png,COVID,138.7354,10.777,0.410622,3065.3339
COVID-1433.png,COVID,141.0141,10.83,0.299762,2337.9782
COVID-1435.png,COVID,137.3488,10.7191,0.41796,3123.9943
COVID-1436.png,COVID,137.7316,10.8941,0.339392,2653.7658
COVID-1438.png,COVID,140.0732,10.803,0.350824,2846.7081
COVID-1439.png,COVID,143.841,10.9012,0.241507,2304.6192
COVID-144.png,COVID,136.6084,10.7995,0.351808,1914.1781
COVID-1441.png,COVID,138.1504,10.8675,0.252346,2083.5837
COVID-1442.png,COVID,141.1753,10.8286,0.284527,2152.5765
COVID-1444.png,COVID,141.4708,10.8068,0.349593,2258.2521
COVID-1445.png,COVID,138.1678,10.8771,0.265635,1957.8586
COVID-1447.png,COVID,139.9412,10.8921,0.258118,2223.3078
COVID-145.png,COVID,140.1856,10.8763,0.227335,1823.3905
COVID-1450.png,COVID,136.4405,10.9281,0.185222,1903.1701
COVID-1451.png,COVID,137.4218,10.8409,0.308117,2161.7523
COVID-1453.png,COVID,141.2782,10.8539,0.309527,2677.7904
COVID-1454.png,COVID,138.2815,10.8476,0.269594,1976.0156
COVID-1456.png,COVID,141.6619,10.7932,0.365029,3197.6441
COVID-1457.png,COVID,141.1253,10.9197,0.206698,1826.4812
COVID-1459.png,COVID,141.9095,10.8722,0.264359,2493.5737
COVID-146.png,COVID,140.4617,10.9226,0.206855,1774.5443
COVID-1460.png,COVID,141.9722,10.9039,0.17294,1730.8064
COVID-1462.png,COVID,138.6167,10.6953,0.461326,3174.115
COVID-1463.png,COVID,140.8339,10.925,0.175859,1515.6384
COVID-1464.png,COVID,142.7172,10.9096,0.192481,1817.2054
COVID-1465.png,COVID,142.2687,10.9004,0.184976,1698.8673
COVID-1467.png,COVID,138.05,10.7676,0.406282,2841.0906
COVID-1468.png,COVID,138.4477,10.9471,0.131956,1234.2357
COVID-147.png,COVID,142.147,10.8175,0.365186,2234.6826
COVID-1470.png,COVID,140.2525,10.9157,0.227358,2166.7042
COVID-1471.png,COVID,142.2985,10.9143,0.19068,1702.0404
COVID-1473.png,COVID,139.0446,10.7739,0.425129,3146.3837
COVID-1474.png,COVID,139.2812,10.8216,0.274113,2059.6856
COVID-1476.png,COVID,136.8171,10.8703,0.309493,2638.2332
COVID-1477.png,COVID,139.524,10.7451,0.370566,2682.6389
COVID-1479.png,COVID,138.2774,10.7769,0.346942,2985.4756
COVID-148.png,COVID,142.0532,10.8345,0.218074,1830.8743
COVID-1480.png,COVID,140.5707,10.8727,0.279885,2354.366
COVID-1482.png,COVID,138.5065,10.7627,0.375298,2624.5405
COVID-1483.png,COVID,140.2434,10.8898,0.221642,2128.955
COVID-1484.png,COVID,138.7215,10.8703,0.223051,1724.3422
COVID-1485.png,COVID,143.2638,10.7226,0.36494,3023.7018
COVID-1486.png,COVID,138.2954,10.8896,0.260042,2037.7941
COVID-1487.png,COVID,136.6698,10.8456,0.312771,1805.4762
COVID-1489.png,COVID,140.0842,10.9237,0.1353,1246.2883
COVID-149.png,COVID,140.7595,10.8869,0.200613,1917.5687
COVID-1491.png,COVID,140.0365,10.8086,0.412613,2653.5778
COVID-1492.png,COVID,142.5947,10.8994,0.198119,1734.1243
COVID-1493.png,COVID,139.5699,10.9201,0.177917,1484.1614
COVID-1494.png,COVID,142.473,10.7974,0.334504,2672.2704
COVID-1496.png,COVID,137.9913,10.8629,0.239885,1827.714
COVID-1497.png,COVID,143.3351,10.8447,0.338531,3178.2572
COVID-1498.png,COVID,141.2075,10.9443,0.158253,1366.0568
COVID-1499.png,COVID,144.369,10.8796,0.199729,1947.2548
COVID-15.png,COVID,142.1346,10.84,0.303296,2724.0679
COVID-150.png,COVID,141.569,10.8621,0.270869,2122.3033
COVID-1500.png,COVID,138.8741,10.8331,0.249438,1845.3051
COVID-1501.png,COVID,140.6848,10.877,0.173298,1765.1682
COVID-1502.png,COVID,142.1701,10.9329,0.162191,1344.1237
COVID-1503.png,COVID,141.857,10.7396,0.390331,2996.2328
COVID-1504.png,COVID,140.6058,10.86,0.275534,2219.0431
COVID-1506.png,COVID,137.3177,10.8085,0.337714,2881.089
COVID-1509.png,COVID,140.4521,10.8548,0.267066,2246.2974
COVID-151.png,COVID,141.1972,10.7736,0.354258,2525.8593
COVID-1510.png,COVID,141.3554,10.8596,0.234606,1775.0913
COVID-1513.png,COVID,138.7884,10.829,0.243554,1930.1626
COVID-1514.png,COVID,141.3681,10.7567,0.343408,2520.7502
