split,filename,classe,pixel_mean,pixel_std,lum_interieur_masque,lum_exterieur_masque,surface_masque,variance_laplacien
train,COVID-1063.png,COVID,39.1539,60.7744,136.6811,10.9035,0.224606,2061.5339
train,COVID-1064.png,COVID,35.1877,58.1647,140.0674,10.9148,0.18794,1708.8483
train,COVID-1065.png,COVID,40.4374,63.1982,140.4013,10.857,0.228342,1978.5653
train,COVID-1066.png,COVID,67.0711,76.8183,141.4648,10.6836,0.431158,2343.3107
train,COVID-1068.png,COVID,42.4908,64.4028,139.5399,10.8612,0.245803,2131.1426
train,COVID-1069.png,COVID,55.6815,72.7011,141.674,10.8109,0.342882,2291.2579
train,COVID-107.png,COVID,47.8781,66.1171,136.1178,10.8642,0.295511,1652.7075
train,COVID-1070.png,COVID,40.8568,62.8413,138.6039,10.8752,0.234729,1924.6459
train,COVID-1071.png,COVID,46.8141,67.7515,142.2291,10.868,0.273643,2417.1534
train,COVID-1072.png,COVID,67.1865,77.6285,141.0047,10.7771,0.433161,2295.5591
train,COVID-1073.png,COVID,32.5998,55.555,141.8849,10.9259,0.165502,1748.5151
train,COVID-1074.png,COVID,41.0478,62.3302,135.7773,10.8763,0.241563,1970.5355
train,COVID-1075.png,COVID,34.8596,58.3307,144.0576,10.9023,0.17992,1668.8434
train,COVID-1076.png,COVID,77.6955,78.7204,138.4873,10.6986,0.524278,2875.1261
train,COVID-1077.png,COVID,39.7336,62.6238,141.9105,10.9168,0.219986,2037.6643
train,COVID-1079.png,COVID,60.3544,74.357,141.4888,10.7975,0.37919,2438.4823
train,COVID-108.png,COVID,32.6618,55.5946,140.3847,10.9247,0.167906,1613.8621
train,COVID-1082.png,COVID,62.7548,75.6931,139.8217,10.7209,0.403049,3002.7335
train,COVID-1083.png,COVID,43.022,63.7357,141.8554,10.8323,0.24568,1890.7104
train,COVID-1084.png,COVID,62.9624,75.0305,140.5925,10.7744,0.402009,2494.2605
train,COVID-1085.png,COVID,59.5685,74.204,143.5018,10.7654,0.367669,2627.1442
train,COVID-1088.png,COVID,54.1905,71.4769,145.1909,10.8127,0.322804,2525.2526
train,COVID-1089.png,COVID,40.6101,62.8652,140.2668,10.8618,0.229886,2120.3413
train,COVID-1090.png,COVID,42.2753,64.7812,141.0958,10.8814,0.241094,1960.6611
train,COVID-1091.png,COVID,55.1359,69.794,141.5724,10.8391,0.338833,1766.6903
train,COVID-1092.png,COVID,35.4313,58.2295,141.7307,10.8497,0.187817,1655.006
train,COVID-1093.png,COVID,64.4094,76.1148,139.8084,10.7693,0.415689,2230.9346
train,COVID-1095.png,COVID,32.4069,54.6309,137.8843,10.8907,0.169428,1379.8541
train,COVID-1097.png,COVID,45.8549,65.8604,140.6206,10.8528,0.269729,2154.8246
train,COVID-1098.png,COVID,38.9513,60.6051,138.0962,10.8838,0.220635,1641.3617
train,COVID-11.png,COVID,57.483,71.7656,134.2045,10.7817,0.378385,2427.9208
train,COVID-110.png,COVID,48.2764,67.8901,138.5161,10.821,0.293319,2063.9513
train,COVID-1100.png,COVID,56.6565,71.3489,138.3772,10.8254,0.359314,2429.9897
train,COVID-1101.png,COVID,40.6461,62.2661,142.0568,10.8581,0.227044,1691.0942
train,COVID-1102.png,COVID,56.8368,71.5887,138.9934,10.7948,0.359146,2324.2594
train,COVID-1103.png,COVID,49.6937,67.2754,135.9247,10.8475,0.310578,2185.2648
train,COVID-1104.png,COVID,29.4717,52.0062,142.4886,10.9301,0.140938,1540.9093
train,COVID-1106.png,COVID,38.8838,60.5064,139.5727,10.8613,0.217716,1880.5987
train,COVID-1108.png,COVID,57.5776,72.5079,142.0984,10.8772,0.355891,2250.6351
train,COVID-1109.png,COVID,46.5908,66.0086,137.1956,10.8438,0.282916,2126.6679
train,COVID-1110.png,COVID,38.27,60.7739,142.3372,10.8843,0.208331,2013.6847
train,COVID-1112.png,COVID,54.8064,72.4375,139.5728,10.797,0.341752,2793.4926
train,COVID-1114.png,COVID,52.4543,70.7223,139.0286,10.8178,0.32475,1954.8329
train,COVID-1115.png,COVID,52.4426,68.3934,134.3837,10.8634,0.336618,1725.1689
train,COVID-1116.png,COVID,40.4771,62.0768,141.5351,10.8609,0.226642,1996.3802
train,COVID-1117.png,COVID,39.5062,61.8481,139.7775,10.8848,0.222056,2212.9492
train,COVID-1119.png,COVID,37.7315,60.2904,142.5222,10.8974,0.203868,1841.5411
train,COVID-112.png,COVID,57.2614,72.8616,141.2728,10.8152,0.356025,2337.0375
train,COVID-1121.png,COVID,53.4742,69.4438,137.8982,10.8045,0.335734,2060.0141
train,COVID-1122.png,COVID,32.5724,55.2961,143.0959,10.9363,0.163712,1692.4936
train,COVID-1124.png,COVID,61.6714,73.6769,139.9401,10.841,0.393732,2596.2765
train,COVID-1125.png,COVID,46.1492,66.6525,142.6465,10.8366,0.267905,1906.2041
train,COVID-1127.png,COVID,62.8398,75.3432,135.4049,10.7193,0.418015,3293.5267
train,COVID-1128.png,COVID,44.2668,65.6898,144.3405,10.8298,0.250445,1946.7868
train,COVID-1129.png,COVID,28.8675,50.5731,140.8756,10.9668,0.137795,1442.5595
train,COVID-113.png,COVID,29.4174,52.1076,144.0035,10.9423,0.138846,1446.2038
train,COVID-1130.png,COVID,52.1118,69.8437,137.6598,10.8428,0.325421,2370.3425
train,COVID-1131.png,COVID,61.9611,74.5891,140.2125,10.7214,0.3957,2802.8961
train,COVID-1132.png,COVID,29.2565,51.2662,135.321,10.9372,0.14728,1440.1847
train,COVID-1133.png,COVID,61.6973,76.262,139.2676,10.8228,0.396081,2811.992
train,COVID-1135.png,COVID,55.3263,72.6735,142.5534,10.8049,0.337927,2542.6225
train,COVID-1136.png,COVID,61.0036,75.3023,135.7154,10.7751,0.40202,2921.2958
train,COVID-1139.png,COVID,59.273,74.9181,137.1173,10.7169,0.384146,3205.333
train,COVID-114.png,COVID,30.544,53.0856,142.7838,10.9506,0.148622,1381.1645
train,COVID-1140.png,COVID,38.9919,61.7439,140.2245,10.8717,0.217391,2299.837
train,COVID-1142.png,COVID,46.5621,67.9489,139.4497,10.8671,0.277603,2493.812
train,COVID-1143.png,COVID,33.2321,55.5517,138.2615,10.9258,0.175177,1779.7782
train,COVID-1144.png,COVID,56.5292,73.221,142.0829,10.7745,0.348452,2446.5607
train,COVID-1147.png,COVID,50.5552,69.5957,135.531,10.7868,0.3188,1903.9562
train,COVID-1148.png,COVID,53.456,68.6955,133.3059,10.8147,0.348117,1495.7342
train,COVID-1149.png,COVID,50.281,68.7702,139.1645,10.8394,0.307357,2110.7414
train,COVID-115.png,COVID,30.0223,53.0877,141.4598,10.912,0.146385,2529.7172
train,COVID-1150.png,COVID,59.064,73.1689,138.1397,10.8563,0.378743,1908.8239
train,COVID-1153.png,COVID,46.8746,67.4911,137.7623,10.8755,0.28371,1704.2088
train,COVID-1154.png,COVID,46.7609,66.8877,139.1143,10.8462,0.279997,2028.0715
train,COVID-1155.png,COVID,42.804,63.5527,140.7015,10.8767,0.245926,1833.7656
train,COVID-1156.png,COVID,67.5549,75.8245,136.415,10.7662,0.451964,1670.586
train,COVID-1157.png,COVID,45.336,65.9211,137.1357,10.8531,0.273062,2157.6989
train,COVID-1158.png,COVID,39.7557,61.4777,142.9652,10.8863,0.218577,1648.1274
train,COVID-1159.png,COVID,54.642,71.5448,138.7599,10.8519,0.342356,2273.596
train,COVID-116.png,COVID,26.8147,48.3759,140.492,10.9875,0.122213,1390.291
train,COVID-1160.png,COVID,51.3437,70.0248,141.0083,10.8578,0.31107,2947.9945
train,COVID-1161.png,COVID,35.7153,59.0969,140.4036,10.8909,0.191676,1720.6775
train,COVID-1163.png,COVID,49.182,68.9708,140.306,10.8577,0.296059,2291.1229
train,COVID-1164.png,COVID,46.8379,67.5221,139.5425,10.8986,0.27937,2499.8926
train,COVID-1165.png,COVID,40.3091,62.4168,143.3828,10.9202,0.221866,1778.924
train,COVID-1166.png,COVID,42.9932,64.3051,138.6266,10.8414,0.251608,2034.1536
train,COVID-1168.png,COVID,42.8352,64.785,144.8053,10.8771,0.238621,2049.4513
train,COVID-1169.png,COVID,53.9894,71.7292,140.7698,10.831,0.332144,2406.0411
train,COVID-117.png,COVID,54.1506,71.5663,138.4239,10.8113,0.339616,2256.444
train,COVID-1171.png,COVID,43.3513,63.8188,136.2282,10.8728,0.259091,1807.4916
train,COVID-1172.png,COVID,28.9255,51.0477,141.2031,10.9445,0.138041,1498.9979
train,COVID-1173.png,COVID,61.4156,75.2143,136.3551,10.679,0.403709,2804.5129
train,COVID-1174.png,COVID,34.4152,57.8175,142.6797,10.9072,0.178398,1710.882
train,COVID-1175.png,COVID,35.1191,57.4195,143.3112,10.9348,0.182694,1730.6716
train,COVID-1177.png,COVID,38.811,60.8231,140.0225,10.8923,0.216206,1964.902
train,COVID-1178.png,COVID,37.6149,60.3484,141.7407,10.8463,0.204506,1896.9337
train,COVID-1181.png,COVID,35.2215,56.6284,137.8269,10.9103,0.191553,1537.9935
train,COVID-1182.png,COVID,37.4002,60.0884,141.1674,10.9416,0.203174,1827.7618
train,COVID-1183.png,COVID,48.3073,65.5547,134.0749,10.8474,0.30399,2030.0313
train,COVID-1184.png,COVID,26.1618,47.5787,142.7195,10.9462,0.115469,1320.3379
train,COVID-1185.png,COVID,39.0026,61.79,139.923,10.8916,0.217861,2151.362
train,COVID-1186.png,COVID,64.9502,75.7868,139.2161,10.7662,0.42183,2772.3313
train,COVID-1189.png,COVID,69.7722,76.9909,139.2921,10.7391,0.459212,2723.2425
train,COVID-119.png,COVID,35.4914,58.2409,139.1232,10.8713,0.191967,1728.9726
train,COVID-1193.png,COVID,26.86,48.9791,141.4628,10.9405,0.121967,1519.8495
train,COVID-1195.png,COVID,57.583,73.7381,141.8969,10.8239,0.356741,2579.7309
train,COVID-1196.png,COVID,40.9865,63.8385,143.1279,10.9247,0.227391,1752.9288
train,COVID-1198.png,COVID,33.936,55.8894,139.4003,10.9258,0.179103,1580.0429
train,COVID-1199.png,COVID,43.05,64.1947,143.4331,10.8607,0.242805,1917.6828
train,COVID-12.png,COVID,39.1108,61.8788,142.0062,10.8849,0.215266,2055.052
train,COVID-120.png,COVID,44.8888,65.5375,140.9899,10.898,0.261283,2127.9784
train,COVID-1200.png,COVID,54.5108,71.3725,138.5457,10.8725,0.341797,2210.1949
train,COVID-1201.png,COVID,31.9098,54.3157,139.5023,10.9334,0.163153,1362.1944
train,COVID-1202.png,COVID,44.4205,63.9586,140.9214,10.877,0.257939,1629.5842
train,COVID-1203.png,COVID,51.3916,68.0122,138.9936,10.8088,0.316596,1997.3478
train,COVID-1204.png,COVID,43.5069,64.6658,144.2686,10.8633,0.244695,2035.5133
train,COVID-1206.png,COVID,34.5865,57.9771,144.8337,10.9414,0.176598,1548.1607
train,COVID-1207.png,COVID,43.4807,64.5785,142.6652,10.8698,0.247436,2061.7813
train,COVID-1208.png,COVID,26.8345,47.7137,139.0705,10.9468,0.124003,1062.1188
train,COVID-1209.png,COVID,40.3103,61.8535,139.9621,10.9139,0.227794,1821.0858
train,COVID-121.png,COVID,52.0404,70.1405,136.7831,10.7733,0.327491,3677.4858
train,COVID-1210.png,COVID,30.9914,52.5556,137.4647,10.9301,0.158544,1408.277
train,COVID-1211.png,COVID,63.5554,75.8296,140.3372,10.7572,0.407456,2503.8657
train,COVID-1212.png,COVID,30.0646,51.822,139.8739,10.9175,0.148477,1214.7249
train,COVID-1214.png,COVID,42.2331,64.7619,140.9165,10.8906,0.241049,2372.1633
train,COVID-1215.png,COVID,48.0172,65.9324,140.4414,10.8449,0.286831,1820.6886
train,COVID-1216.png,COVID,44.7007,66.3577,142.3797,10.8548,0.257335,2250.9961
train,COVID-1217.png,COVID,73.7692,78.5035,142.4669,10.7484,0.478451,2816.7836
train,COVID-1218.png,COVID,36.4711,58.1612,135.4671,10.8829,0.205389,1796.44
train,COVID-1219.png,COVID,61.0689,76.0695,141.16,10.8178,0.385533,2573.0166
train,COVID-122.png,COVID,35.4786,58.4664,142.5559,10.9291,0.186508,1660.6375
train,COVID-1220.png,COVID,34.9839,57.734,141.2548,10.9329,0.184551,1718.2188
train,COVID-1222.png,COVID,61.5361,76.3292,143.4539,10.7499,0.382703,2581.9899
train,COVID-1223.png,COVID,34.7306,57.9585,140.1647,10.8992,0.18436,1682.2523
train,COVID-1224.png,COVID,63.9652,77.1056,141.0807,10.7111,0.408485,2678.0015
train,COVID-1225.png,COVID,29.7374,51.7417,146.5679,10.9463,0.138555,1324.3725
train,COVID-1226.png,COVID,41.1037,62.9234,140.7166,10.8705,0.232839,2186.5927
train,COVID-1227.png,COVID,35.9927,58.9271,141.524,10.8978,0.192112,1872.5975
train,COVID-123.png,COVID,69.396,76.1409,138.1972,10.6567,0.460554,2538.3598
train,COVID-1230.png,COVID,36.106,59.2582,143.861,10.8948,0.189606,1804.2147
train,COVID-1231.png,COVID,51.2837,68.3068,140.2053,10.837,0.312648,1860.0899
train,COVID-1233.png,COVID,58.1652,73.9893,143.1019,10.8053,0.357983,2671.8641
train,COVID-1234.png,COVID,50.7251,68.9823,140.9526,10.8552,0.306462,2215.3451
train,COVID-1235.png,COVID,52.3312,68.8921,139.3747,10.831,0.322849,2024.4298
train,COVID-1236.png,COVID,51.2417,70.2231,137.1876,10.7952,0.320008,2684.5471
train,COVID-1237.png,COVID,50.6071,67.7412,140.6851,10.8367,0.306283,1740.2551
train,COVID-1238.png,COVID,41.4928,63.5983,140.3036,10.8405,0.236765,2182.2417
train,COVID-1239.png,COVID,57.766,73.0745,140.1565,10.8345,0.362904,2378.0604
train,COVID-1240.png,COVID,37.0432,59.9226,140.7705,10.8684,0.201497,1967.3033
train,COVID-1241.png,COVID,61.081,74.1865,140.6829,10.7796,0.387222,2513.1217
train,COVID-1242.png,COVID,32.758,55.7576,138.8234,10.9083,0.170815,1590.3715
train,COVID-1243.png,COVID,43.9526,65.8727,140.8405,10.8467,0.254673,2497.7693
train,COVID-1245.png,COVID,42.038,63.3286,142.7739,10.8639,0.236328,2036.7342
train,COVID-1246.png,COVID,40.753,62.5342,139.5859,10.8598,0.232223,1826.6025
train,COVID-1247.png,COVID,65.0396,75.4441,138.6081,10.7609,0.424559,2494.3269
train,COVID-1248.png,COVID,30.0194,51.2149,138.4809,10.9129,0.149775,1358.1725
train,COVID-125.png,COVID,35.7943,57.4916,140.6118,10.923,0.191776,1530.6993
train,COVID-1251.png,COVID,30.3506,52.7388,140.864,10.9033,0.14964,1556.8862
train,COVID-1252.png,COVID,41.7919,64.0795,142.2249,10.8904,0.235288,1400.7262
train,COVID-1253.png,COVID,65.8656,75.5935,141.0633,10.7194,0.423083,2600.7051
train,COVID-1255.png,COVID,43.8348,64.5864,138.0485,10.8965,0.259046,1846.1842
train,COVID-1256.png,COVID,39.3532,62.2612,143.2616,10.9154,0.214875,2059.4744
train,COVID-1257.png,COVID,37.9584,60.2978,141.9931,10.9239,0.206262,2006.0221
train,COVID-1258.png,COVID,48.2445,67.6496,136.9136,10.8544,0.296607,2016.6075
train,COVID-1259.png,COVID,34.9617,57.7665,142.4377,10.9428,0.18266,1963.9532
train,COVID-126.png,COVID,36.9925,59.8969,143.7811,10.9218,0.196228,1650.9225
train,COVID-1260.png,COVID,39.5307,62.1024,141.4427,10.8466,0.21964,1821.4532
train,COVID-1262.png,COVID,53.2569,70.306,141.1667,10.8703,0.32531,2167.0328
train,COVID-1263.png,COVID,41.1085,63.4983,143.3534,10.8819,0.228174,1957.5347
train,COVID-1265.png,COVID,42.2633,64.8572,143.7954,10.9071,0.235959,2129.7965
train,COVID-1266.png,COVID,38.0439,60.5894,143.1147,10.9004,0.2053,1827.9042
train,COVID-1268.png,COVID,68.7721,76.3046,137.1129,10.6644,0.459536,2923.2
train,COVID-1269.png,COVID,37.1925,60.0709,142.8662,10.8908,0.199293,1741.4907
train,COVID-127.png,COVID,58.9559,73.8748,141.4965,10.7892,0.368508,2510.9669
train,COVID-1270.png,COVID,43.962,65.0404,140.6051,10.8132,0.2554,1796.0433
train,COVID-1272.png,COVID,39.1489,59.6838,139.0602,10.8828,0.220523,1401.0199
train,COVID-1273.png,COVID,66.6197,76.1338,140.8557,10.7153,0.42957,2579.2006
train,COVID-1274.png,COVID,53.9605,70.8696,139.4803,10.8496,0.335153,2288.034
train,COVID-1275.png,COVID,48.4499,68.9585,141.6671,10.813,0.287625,2642.2905
train,COVID-1277.png,COVID,58.1215,72.7022,139.9505,10.8161,0.366327,2374.0866
train,COVID-1278.png,COVID,46.2199,66.9815,141.4632,10.9195,0.270411,1773.6205
train,COVID-128.png,COVID,34.3685,57.0181,143.2815,10.9466,0.176989,1706.9332
train,COVID-1280.png,COVID,66.833,75.2817,136.5513,10.7995,0.445588,2951.7734
train,COVID-1282.png,COVID,54.1406,70.8326,140.6244,10.8449,0.333609,2267.3353
train,COVID-1283.png,COVID,59.5521,74.0344,140.9878,10.7824,0.37456,2736.3069
train,COVID-1284.png,COVID,44.7484,65.2844,143.9056,10.8651,0.254684,1832.7484
train,COVID-1286.png,COVID,47.3279,68.9206,141.2133,10.8701,0.279706,2819.479
train,COVID-1287.png,COVID,32.0371,54.5359,141.8319,10.9219,0.161296,1266.0321
train,COVID-1289.png,COVID,60.0211,73.8307,136.9837,10.8049,0.390052,2899.5224
train,COVID-129.png,COVID,35.7039,59.1127,141.9994,10.912,0.189125,1738.5135
train,COVID-1292.png,COVID,61.998,74.3416,140.7243,10.7818,0.394145,2364.6326
train,COVID-1293.png,COVID,37.2786,59.5683,140.0219,10.9434,0.204025,1827.0354
train,COVID-1294.png,COVID,54.9799,69.6445,138.6453,10.8056,0.345544,2132.4815
train,COVID-1295.png,COVID,41.2332,62.6702,137.8522,10.8681,0.239125,1837.0682
train,COVID-1297.png,COVID,53.8502,70.9717,143.0972,10.8407,0.325198,2528.7203
train,COVID-1298.png,COVID,42.1583,63.8289,142.2049,10.8994,0.238062,1975.1842
train,COVID-13.png,COVID,43.8861,65.438,134.6829,10.8961,0.266507,2092.2097
train,COVID-130.png,COVID,57.0003,73.2205,138.9966,10.8155,0.360309,2490.4666
train,COVID-1300.png,COVID,44.8397,66.9645,138.8625,10.8357,0.265601,2288.4914
train,COVID-1301.png,COVID,35.5167,59.0439,142.5416,10.916,0.186899,1744.1508
train,COVID-1302.png,COVID,42.9024,64.4316,138.5387,10.8508,0.251015,1817.6061
train,COVID-1303.png,COVID,48.2448,69.3127,140.5051,10.8517,0.288408,2504.3099
train,COVID-1304.png,COVID,41.5792,63.0502,139.0091,10.801,0.240064,1989.022
train,COVID-1305.png,COVID,53.0233,70.2311,142.0373,10.7615,0.321932,2184.2604
train,COVID-1306.png,COVID,54.2223,71.9436,138.282,10.7834,0.340701,2947.9906
train,COVID-1308.png,COVID,49.9308,69.2723,139.9707,10.829,0.302782,1830.9522
train,COVID-1309.png,COVID,49.6983,68.9065,140.4434,10.8661,0.299683,2478.8486
train,COVID-131.png,COVID,30.0072,50.6523,139.238,10.9459,0.148578,1228.8726
train,COVID-1310.png,COVID,41.7467,63.9725,141.7109,10.8881,0.235881,2275.4967
train,COVID-1311.png,COVID,47.311,67.6789,141.0267,10.8483,0.280098,1921.3473
train,COVID-1312.png,COVID,57.9821,74.6047,139.4537,10.8038,0.366718,2758.5178
train,COVID-1313.png,COVID,42.4369,65.1132,141.7314,10.879,0.241172,2409.6632
train,COVID-1315.png,COVID,41.0282,63.4289,140.0009,10.8688,0.233554,2126.4586
train,COVID-1316.png,COVID,42.9765,65.2667,141.4945,10.8798,0.245736,2108.3179
train,COVID-1317.png,COVID,78.4503,79.1948,139.4538,10.7088,0.526169,2788.2296
train,COVID-1318.png,COVID,60.3764,75.4275,139.7327,10.7835,0.384593,3111.2059
train,COVID-1319.png,COVID,43.5056,65.4253,140.7648,10.8344,0.251451,2074.1387
train,COVID-1321.png,COVID,68.455,77.0303,136.2854,10.6981,0.459894,2820.2315
train,COVID-1322.png,COVID,49.2121,68.0364,137.023,10.8416,0.304091,2362.476
train,COVID-1324.png,COVID,45.4151,67.5712,138.8806,10.8757,0.269829,2538.1712
train,COVID-1325.png,COVID,46.7555,67.6859,141.3886,10.8386,0.27512,2295.3522
train,COVID-1328.png,COVID,48.0733,68.6728,138.8516,10.8442,0.290836,2345.9225
train,COVID-133.png,COVID,33.5214,56.824,141.431,10.9114,0.173231,1652.5957
train,COVID-1330.png,COVID,36.0016,59.3401,140.1999,10.9159,0.194036,1856.0004
train,COVID-1331.png,COVID,48.2267,69.3532,139.8316,10.8051,0.29003,2337.6622
train,COVID-1333.png,COVID,51.9092,71.6896,141.3314,10.7952,0.314963,2708.5395
train,COVID-1334.png,COVID,24.9754,45.2573,137.5662,10.9501,0.110771,1282.2335
train,COVID-1336.png,COVID,55.9493,73.1108,137.713,10.7612,0.355947,2937.0
train,COVID-1337.png,COVID,36.1881,58.2696,141.6523,10.9028,0.193387,1701.1241
train,COVID-1339.png,COVID,37.9449,60.7904,140.092,10.8965,0.20936,2072.416
train,COVID-134.png,COVID,33.1638,55.8373,142.5541,10.9504,0.16879,1617.5109
train,COVID-1340.png,COVID,36.1359,58.3388,141.5243,10.8688,0.193387,1787.5439
train,COVID-1342.png,COVID,62.6521,75.8103,139.3304,10.7165,0.40381,2946.2028
train,COVID-1343.png,COVID,39.1766,61.7783,141.5304,10.9223,0.216329,2164.0069
train,COVID-1345.png,COVID,61.4932,76.3878,141.475,10.7991,0.387937,2886.8689
train,COVID-1346.png,COVID,39.5679,62.0552,140.7329,10.8408,0.221161,1929.8195
train,COVID-1348.png,COVID,55.4023,73.0421,138.6588,10.7642,0.349023,2717.8802
train,COVID-1349.png,COVID,43.5604,64.5849,139.0264,10.8461,0.255221,2069.9984
train,COVID-135.png,COVID,47.2581,67.7426,140.9095,10.8488,0.279941,2127.2671
train,COVID-1351.png,COVID,67.0332,78.3637,140.5437,10.7692,0.433552,3013.0501
train,COVID-1354.png,COVID,59.9275,75.5002,138.6662,10.8087,0.384168,2838.1352
train,COVID-1355.png,COVID,35.9856,58.2781,138.5433,10.8856,0.19662,1721.6214
train,COVID-1357.png,COVID,65.3685,77.761,137.2281,10.7576,0.431807,2788.3182
train,COVID-1358.png,COVID,40.9133,62.4342,136.7147,10.8737,0.238711,1694.6586
train,COVID-136.png,COVID,40.5926,62.4851,139.2623,10.8778,0.231452,1849.5408
train,COVID-1360.png,COVID,55.5406,72.9298,137.906,10.8125,0.351931,2946.78
