filename,classe,pixel_mean,pixel_std,pixel_median,lum_interieur_masque,lum_exterieur_masque,surface_masque,variance_laplacien
COVID-74.png,COVID,29.8548,54.4858,0.0,104.9797,0.4208,0.281507,727.0786
COVID-75.png,COVID,38.7284,63.7199,0.0,115.259,0.4657,0.333318,1063.8924
COVID-76.png,COVID,21.4665,44.3465,0.0,95.0313,0.4206,0.222447,563.9756
COVID-77.png,COVID,42.801,64.7995,0.0,109.3329,0.5403,0.388452,981.6065
COVID-78.png,COVID,36.4762,59.248,0.0,106.7949,0.6909,0.337267,881.4926
COVID-79.png,COVID,21.1228,50.3078,0.0,113.9155,0.3371,0.183007,643.9869
COVID-80.png,COVID,26.1944,50.4059,0.0,95.9099,0.4096,0.269997,758.1457
COVID-81.png,COVID,29.9019,53.2064,0.0,97.6439,0.5317,0.302435,810.004
COVID-82.png,COVID,23.1909,46.5228,0.0,98.3926,0.3396,0.233051,693.3432
COVID-83.png,COVID,20.7282,45.7953,0.0,96.4298,0.269,0.21276,566.6737
COVID-84.png,COVID,28.2997,50.637,0.0,99.042,0.4446,0.282514,745.8005
COVID-85.png,COVID,17.0628,45.593,0.0,109.2023,0.2583,0.154249,585.9074
COVID-86.png,COVID,34.7569,57.3765,0.0,101.5958,0.635,0.337972,899.0721
COVID-87.png,COVID,26.4489,49.1983,0.0,92.6977,0.4408,0.28191,878.9941
COVID-88.png,COVID,18.0142,42.8283,0.0,96.7755,0.2738,0.183835,604.5426
COVID-89.png,COVID,28.5637,55.9144,0.0,110.2217,0.4212,0.256306,803.7525
COVID-90.png,COVID,30.8684,52.6827,0.0,96.3484,0.5355,0.316585,1043.2608
COVID-91.png,COVID,28.5191,49.7332,0.0,93.4021,0.466,0.301853,773.7024
COVID-92.png,COVID,17.5893,41.4764,0.0,96.5822,0.268,0.179841,475.8722
COVID-93.png,COVID,36.9527,60.8047,0.0,107.7765,0.4938,0.33984,1154.9596
COVID-94.png,COVID,28.3875,51.4491,0.0,97.991,0.4684,0.286283,766.6938
COVID-95.png,COVID,23.3051,50.7667,0.0,103.3999,0.4562,0.221955,681.7716
COVID-96.png,COVID,36.2457,62.6135,0.0,109.3554,0.7213,0.32701,1094.6787
COVID-97.png,COVID,21.7063,44.3807,0.0,93.1691,0.3215,0.230322,559.3845
COVID-98.png,COVID,27.5613,49.2451,0.0,94.9588,0.4604,0.286787,726.0863
COVID-99.png,COVID,32.3543,59.1797,0.0,107.3082,0.4997,0.298241,1109.8848
COVID-101.png,COVID,25.8836,51.1594,0.0,101.8323,0.421,0.251082,758.2149
COVID-102.png,COVID,26.9393,52.0168,0.0,108.5058,0.2674,0.246418,715.132
COVID-103.png,COVID,30.695,53.7355,0.0,98.8149,0.4528,0.307457,844.2232
COVID-104.png,COVID,30.3878,51.8459,0.0,96.7195,0.4278,0.311137,747.4035
COVID-105.png,COVID,42.1367,64.1133,0.0,109.9284,0.6114,0.379862,1306.1708
COVID-106.png,COVID,28.7775,51.7419,0.0,99.0546,0.4352,0.287391,706.695
COVID-107.png,COVID,34.023,59.7957,0.0,114.0511,0.4807,0.295343,794.6456
COVID-108.png,COVID,15.3588,39.0836,0.0,90.2422,0.27,0.167705,531.9514
COVID-109.png,COVID,32.4147,53.0381,0.0,99.2984,0.4626,0.323285,799.9825
COVID-110.png,COVID,29.7029,52.2563,0.0,100.3601,0.3676,0.293375,720.2092
COVID-111.png,COVID,30.4869,55.9077,0.0,106.9871,0.4162,0.282167,705.368
COVID-112.png,COVID,39.1122,61.4456,0.0,108.863,0.5276,0.356159,1012.9063
COVID-113.png,COVID,12.2814,34.3932,0.0,87.4186,0.194,0.138578,439.6608
COVID-114.png,COVID,13.7088,36.852,0.0,90.6101,0.2392,0.149048,477.4882
COVID-115.png,COVID,13.0073,36.8971,0.0,86.9327,0.3016,0.146665,995.9115
COVID-116.png,COVID,10.8584,32.9825,0.0,87.5225,0.2223,0.121833,446.0087
COVID-117.png,COVID,40.6684,66.2974,0.0,119.0645,0.4119,0.33928,1158.3793
COVID-118.png,COVID,36.4006,58.5182,0.0,104.6879,0.5984,0.343956,2188.4061
COVID-119.png,COVID,17.6897,41.4117,0.0,90.4682,0.3584,0.192336,611.8945
COVID-120.png,COVID,26.8261,52.1404,0.0,101.3684,0.4972,0.261015,673.8545
COVID-121.png,COVID,34.7481,58.1999,0.0,104.986,0.5705,0.327323,2081.6167
COVID-122.png,COVID,16.4074,38.5338,0.0,87.1276,0.2413,0.186061,479.3794
COVID-123.png,COVID,50.0553,64.7915,0.0,107.5945,0.727,0.461583,1134.6942
COVID-124.png,COVID,32.5056,56.252,0.0,103.3578,0.4304,0.31163,891.2592
COVID-125.png,COVID,20.5872,48.0049,0.0,106.2863,0.3228,0.191239,637.5985
COVID-126.png,COVID,18.7209,42.5695,0.0,94.0846,0.3116,0.196318,513.5188
COVID-127.png,COVID,39.1061,60.0586,0.0,105.1333,0.6129,0.368284,987.0762
COVID-128.png,COVID,18.6987,45.721,0.0,104.2608,0.3169,0.176844,619.4058
COVID-129.png,COVID,18.6442,44.1738,0.0,97.2351,0.3153,0.189114,581.5658
COVID-130.png,COVID,37.8604,59.7618,0.0,103.9783,0.4924,0.361092,1067.0581
COVID-131.png,COVID,14.9544,39.1578,0.0,99.5981,0.1862,0.148555,558.5451
COVID-132.png,COVID,47.1941,62.4787,0.0,104.1783,0.7147,0.449234,1128.9288
COVID-133.png,COVID,16.141,40.7618,0.0,91.8607,0.272,0.173264,554.7002
COVID-134.png,COVID,16.0237,40.6638,0.0,93.6422,0.2972,0.168477,563.4252
COVID-135.png,COVID,32.5398,60.4576,0.0,114.9316,0.4616,0.280232,900.3649
COVID-136.png,COVID,22.7259,47.681,0.0,96.9009,0.3977,0.231373,669.5687
COVID-137.png,COVID,15.1689,40.6115,0.0,95.5342,0.2346,0.15671,549.0987
COVID-138.png,COVID,28.6772,56.6941,0.0,113.6527,0.3609,0.249941,829.677
COVID-141.png,COVID,16.7418,40.3807,0.0,89.7013,0.3328,0.183611,561.2515
COVID-142.png,COVID,20.6624,47.3789,0.0,106.0044,0.2895,0.192716,637.311
COVID-143.png,COVID,37.8315,61.442,0.0,108.9862,0.5444,0.343844,827.7391
COVID-144.png,COVID,38.9088,62.39,0.0,109.7987,0.6103,0.350757,779.2387
COVID-145.png,COVID,22.6686,47.372,0.0,98.3758,0.3385,0.227772,611.3158
COVID-146.png,COVID,21.0665,47.2039,0.0,100.6384,0.3337,0.206698,596.8061
COVID-147.png,COVID,42.2357,64.9616,0.0,114.6293,0.4494,0.365969,911.2131
COVID-148.png,COVID,20.9997,44.8797,0.0,95.1122,0.3533,0.217883,584.9217
COVID-149.png,COVID,18.3887,41.422,0.0,90.3932,0.3438,0.200389,644.79
COVID-150.png,COVID,28.2028,53.5693,0.0,102.8477,0.4489,0.271037,855.4718
COVID-151.png,COVID,36.8405,58.636,0.0,102.8991,0.6092,0.354202,882.938
COVID-152.png,COVID,20.7641,46.0675,0.0,100.6415,0.2829,0.20408,647.7962
COVID-153.png,COVID,20.5088,44.876,0.0,95.1674,0.3625,0.212503,635.5122
COVID-154.png,COVID,17.3702,40.697,0.0,88.9636,0.2732,0.192772,542.0057
COVID-155.png,COVID,23.111,49.0779,0.0,99.568,0.3643,0.229293,611.3449
COVID-156.png,COVID,30.0199,54.1448,0.0,100.7493,0.4514,0.294807,870.4673
COVID-157.png,COVID,25.1278,51.5162,0.0,109.4823,0.2836,0.227514,676.6072
COVID-159.png,COVID,27.0773,48.3771,0.0,97.6568,0.3363,0.274773,642.0677
COVID-161.png,COVID,19.7745,46.9963,0.0,102.4895,0.3119,0.190479,875.1107
COVID-162.png,COVID,26.107,48.256,0.0,96.6056,0.3644,0.26748,590.0007
COVID-163.png,COVID,49.1683,63.7499,0.0,104.8335,0.8049,0.464905,1026.3459
COVID-164.png,COVID,26.2727,49.5072,0.0,98.46,0.3046,0.264561,686.7325
COVID-165.png,COVID,27.8896,52.8743,0.0,103.7211,0.3481,0.266429,701.2655
COVID-166.png,COVID,33.3274,53.4462,0.0,97.0898,0.5396,0.339594,933.6039
COVID-167.png,COVID,15.5179,39.8787,0.0,94.6193,0.3181,0.161184,550.4407
COVID-168.png,COVID,38.1207,59.8592,0.0,106.8787,0.5194,0.353531,850.0998
COVID-170.png,COVID,14.3769,35.7555,0.0,83.245,0.2671,0.170043,437.7346
COVID-171.png,COVID,22.1901,48.0681,0.0,99.3004,0.3392,0.220803,645.9592
COVID-172.png,COVID,29.7131,53.7976,0.0,100.2688,0.5037,0.292782,858.4411
COVID-173.png,COVID,11.4516,34.6596,0.0,89.1481,0.2386,0.126117,437.1554
COVID-174.png,COVID,23.2857,48.4218,0.0,98.4317,0.4026,0.233431,590.9071
COVID-175.png,COVID,37.641,59.4074,0.0,105.4337,0.593,0.353374,818.6394
COVID-176.png,COVID,12.4392,34.1978,0.0,83.7509,0.2056,0.14643,398.5048
COVID-177.png,COVID,20.5523,44.3202,0.0,93.4798,0.3013,0.217335,571.0733
COVID-179.png,COVID,13.463,34.7283,0.0,82.3397,0.2585,0.160871,543.4761
COVID-180.png,COVID,29.6833,54.7953,0.0,103.7725,0.4878,0.28267,706.0192
COVID-182.png,COVID,16.9505,40.7452,0.0,92.2804,0.258,0.181396,581.7297
COVID-183.png,COVID,27.8805,54.6694,0.0,106.8851,0.4026,0.258051,786.2406
COVID-184.png,COVID,27.1489,53.2123,0.0,109.5431,0.3118,0.245691,656.1488
COVID-185.png,COVID,14.1285,38.2285,0.0,92.2329,0.2148,0.151206,493.2408
COVID-186.png,COVID,31.5138,53.2899,0.0,101.1006,0.5164,0.308173,739.6153
COVID-187.png,COVID,23.0449,53.3825,0.0,113.9413,0.3291,0.199942,735.7656
COVID-188.png,COVID,15.4436,39.0826,0.0,90.9915,0.2123,0.167783,545.2224
COVID-189.png,COVID,39.8595,62.6457,0.0,109.4201,0.641,0.360533,920.1912
COVID-191.png,COVID,12.6978,38.1192,0.0,97.407,0.2501,0.128119,527.4553
COVID-192.png,COVID,19.1951,42.8011,0.0,91.9759,0.3635,0.205557,542.9314
COVID-193.png,COVID,20.118,45.2348,0.0,99.3124,0.3114,0.200065,715.262
COVID-194.png,COVID,17.9569,42.6627,0.0,99.9411,0.2571,0.17756,543.725
COVID-195.png,COVID,11.1353,34.6076,0.0,90.2324,0.1984,0.121475,471.3239
COVID-196.png,COVID,42.2036,58.4765,0.0,103.4434,0.5608,0.404761,871.5681
COVID-197.png,COVID,32.9441,55.143,0.0,101.4368,0.5369,0.321182,899.408
COVID-198.png,COVID,18.9936,43.7264,0.0,96.3641,0.3066,0.194539,530.1593
COVID-199.png,COVID,24.8409,54.4369,0.0,111.4816,0.3659,0.220266,669.523
COVID-200.png,COVID,18.4677,43.4201,0.0,98.2171,0.2888,0.185636,512.8907
COVID-201.png,COVID,42.8303,63.0999,0.0,103.2819,0.6726,0.410857,963.9282
COVID-202.png,COVID,19.1902,42.8155,0.0,93.0229,0.3228,0.203532,622.1992
COVID-203.png,COVID,28.8323,53.3964,0.0,101.6727,0.4383,0.280478,634.2123
COVID-204.png,COVID,30.2656,52.2761,0.0,98.3838,0.4781,0.304247,842.2225
COVID-205.png,COVID,22.6011,45.4578,0.0,88.9208,0.3852,0.250926,661.7416
COVID-206.png,COVID,32.5936,54.9517,0.0,101.1275,0.5348,0.318699,939.8509
COVID-207.png,COVID,42.0364,62.5694,0.0,102.8571,0.7495,0.404347,1001.3004
COVID-208.png,COVID,38.4295,57.0319,0.0,101.1348,0.5062,0.376864,993.4244
COVID-209.png,COVID,16.3232,40.3113,0.0,95.496,0.2894,0.16841,515.5527
COVID-210.png,COVID,32.5259,55.1407,0.0,103.8256,0.3691,0.310824,930.9083
COVID-211.png,COVID,26.2811,53.0695,0.0,107.5389,0.3309,0.242055,742.2002
COVID-212.png,COVID,29.662,51.453,0.0,97.5006,0.4056,0.301317,889.3816
COVID-213.png,COVID,25.1743,51.0935,0.0,101.3004,0.4177,0.2454,814.1436
COVID-215.png,COVID,28.8948,52.7618,0.0,100.7602,0.427,0.283733,836.1886
COVID-216.png,COVID,31.7452,59.1546,0.0,114.0671,0.3447,0.276115,771.5124
COVID-217.png,COVID,15.8948,42.9765,0.0,99.2496,0.2565,0.157974,588.7071
COVID-218.png,COVID,14.0037,39.3165,0.0,94.1784,0.2632,0.146307,602.5554
COVID-219.png,COVID,17.6729,42.8048,0.0,96.711,0.2983,0.180211,644.7473
COVID-221.png,COVID,11.5764,33.8879,0.0,89.4784,0.2423,0.127012,412.7825
COVID-222.png,COVID,29.9507,57.7694,0.0,115.4318,0.3591,0.257156,776.5208
COVID-223.png,COVID,19.9986,44.9409,0.0,95.391,0.3548,0.206698,630.0172
COVID-225.png,COVID,12.9516,35.0069,0.0,85.9649,0.2127,0.148555,449.4158
COVID-226.png,COVID,21.1084,43.803,0.0,88.6258,0.3086,0.235512,670.0239
COVID-228.png,COVID,12.55,34.7273,0.0,86.8342,0.2152,0.142403,443.1563
COVID-231.png,COVID,17.019,39.539,0.0,88.7539,0.2634,0.189349,558.3093
COVID-233.png,COVID,11.6365,33.0768,0.0,85.3954,0.1714,0.134529,437.2884
COVID-236.png,COVID,16.0396,39.443,0.0,90.593,0.2413,0.174853,527.7209
COVID-238.png,COVID,10.2307,32.5107,0.0,87.9942,0.2037,0.114216,398.9253
COVID-239.png,COVID,34.4778,57.6484,0.0,103.0052,0.543,0.331193,806.5045
COVID-240.png,COVID,16.7217,39.8942,0.0,89.8112,0.3006,0.183454,608.745
COVID-241.png,COVID,23.1497,48.2105,0.0,100.8507,0.4003,0.226474,589.4431
COVID-242.png,COVID,15.0924,38.8443,0.0,92.1077,0.3423,0.160736,558.4118
COVID-243.png,COVID,28.252,57.5436,0.0,117.0576,0.3425,0.239125,721.818
COVID-244.png,COVID,51.2931,67.8788,0.0,113.7005,0.4844,0.448776,1061.5404
COVID-245.png,COVID,15.6886,39.2869,0.0,92.0082,0.2438,0.168309,457.0467
COVID-246.png,COVID,32.1094,55.8293,0.0,104.5992,0.4487,0.30399,751.5961
COVID-248.png,COVID,19.197,42.8473,0.0,94.4416,0.3387,0.2004,479.1463
COVID-249.png,COVID,26.1611,48.4287,0.0,94.7058,0.3597,0.273476,647.0266
COVID-251.png,COVID,22.8771,46.984,0.0,99.4173,0.3243,0.227593,645.4923
COVID-252.png,COVID,38.6478,57.4412,0.0,103.7173,0.488,0.36966,802.2637
COVID-254.png,COVID,14.8445,39.7127,0.0,99.5789,0.2588,0.146855,435.5913
COVID-255.png,COVID,36.0805,57.3022,0.0,103.4933,0.505,0.345432,796.8069
COVID-256.png,COVID,28.5912,52.9954,0.0,100.9187,0.4565,0.280053,791.2946
COVID-257.png,COVID,10.7882,34.0441,0.0,95.784,0.3959,0.108947,515.0834
COVID-258.png,COVID,16.8588,41.3311,0.0,97.3857,0.2897,0.170647,480.5855
COVID-259.png,COVID,18.0595,40.9735,0.0,91.512,0.3201,0.194528,552.2002
COVID-260.png,COVID,22.9772,46.7217,0.0,96.7797,0.3991,0.234259,659.66
COVID-261.png,COVID,18.0583,43.1506,0.0,98.7817,0.2837,0.180457,607.1852
COVID-262.png,COVID,20.9567,44.3094,0.0,92.5941,0.3189,0.223655,751.3045
COVID-263.png,COVID,30.4547,52.7625,0.0,98.2285,0.5838,0.305914,789.4894
COVID-264.png,COVID,22.3968,46.9846,0.0,95.0538,0.3338,0.232928,696.4566
COVID-265.png,COVID,19.2028,48.2465,0.0,115.189,0.2311,0.165032,592.5744
COVID-266.png,COVID,27.8012,50.6504,0.0,98.5357,0.4705,0.278699,789.1701
COVID-267.png,COVID,15.9985,39.0304,0.0,91.1393,0.236,0.173399,526.8244
COVID-268.png,COVID,14.9458,37.3524,0.0,90.856,0.2721,0.161989,455.6447
COVID-269.png,COVID,18.8946,41.7769,0.0,92.3309,0.299,0.202056,576.7544
COVID-271.png,COVID,21.4476,45.3142,0.0,94.229,0.3489,0.22474,632.2585
COVID-272.png,COVID,23.4192,53.3203,0.0,115.6684,0.2878,0.200479,678.7384
COVID-273.png,COVID,25.0715,45.9801,0.0,91.5656,0.4545,0.270187,596.656
COVID-274.png,COVID,13.5864,36.2702,0.0,90.9922,0.2182,0.147269,445.8245
COVID-275.png,COVID,20.8682,42.4185,0.0,91.4249,0.3594,0.22521,532.0249
COVID-276.png,COVID,16.2398,40.8637,0.0,96.913,0.2792,0.165166,502.02
COVID-277.png,COVID,21.8849,44.4542,0.0,92.656,0.3435,0.233353,582.2894
COVID-278.png,COVID,37.9898,56.5292,0.0,102.6143,0.542,0.366875,788.863
COVID-279.png,COVID,40.3746,62.3519,0.0,110.6624,0.4668,0.362155,1217.3
COVID-281.png,COVID,27.6425,56.1676,0.0,111.9036,0.3676,0.244539,672.1247
COVID-282.png,COVID,29.1128,52.9924,0.0,101.6594,0.4194,0.28342,678.2126
COVID-283.png,COVID,35.9861,58.3171,0.0,101.9213,0.3888,0.3506,731.3179
COVID-284.png,COVID,36.6121,60.5308,0.0,109.2925,0.4588,0.332189,1006.2606
COVID-285.png,COVID,33.6333,55.7224,0.0,102.3809,0.545,0.324918,893.496
COVID-286.png,COVID,23.4535,53.6455,0.0,114.6965,0.3232,0.202235,665.8741
COVID-287.png,COVID,36.8075,58.9713,0.0,105.9953,0.6428,0.343274,1005.8742
COVID-288.png,COVID,31.6888,53.3517,0.0,101.9,0.5412,0.307301,662.291
COVID-289.png,COVID,24.0052,50.7527,0.0,101.6518,0.3429,0.233566,618.6912
COVID-290.png,COVID,15.5718,38.4065,0.0,87.3404,0.3,0.175457,531.3615
COVID-291.png,COVID,37.5382,60.1185,0.0,109.9944,0.4469,0.338587,876.6028
COVID-292.png,COVID,37.1211,61.625,0.0,108.9688,0.5704,0.337189,987.0158
COVID-293.png,COVID,19.2092,43.6955,0.0,98.2909,0.313,0.192861,556.6165
COVID-294.png,COVID,42.1838,64.5416,0.0,118.6175,0.4585,0.353128,811.2391
COVID-295.png,COVID,37.4094,62.2708,0.0,109.3082,0.5242,0.339068,1110.2866
COVID-296.png,COVID,24.2123,46.526,0.0,92.9495,0.3585,0.257626,756.9179
COVID-297.png,COVID,55.0457,70.9359,0.0,121.7653,0.6723,0.449022,884.345
COVID-298.png,COVID,27.2356,50.4245,0.0,98.5945,0.4882,0.272637,873.0785
COVID-299.png,COVID,18.5801,44.2835,0.0,94.8065,0.3387,0.193096,478.3327
COVID-300.png,COVID,35.2068,56.0466,0.0,101.4482,0.5959,0.343184,692.0576
COVID-301.png,COVID,21.9788,47.3796,0.0,100.0217,0.3059,0.217347,618.3247
COVID-302.png,COVID,33.306,59.2179,0.0,112.7109,0.4757,0.292514,692.3092
COVID-303.png,COVID,10.0019,31.9894,0.0,86.0503,0.2036,0.114137,391.8107
COVID-304.png,COVID,41.0481,62.346,0.0,110.7952,0.5307,0.367457,770.9734
COVID-305.png,COVID,11.2547,32.7157,0.0,83.5628,0.1994,0.132616,437.4916
COVID-306.png,COVID,30.516,55.6736,0.0,101.9019,0.4638,0.296261,743.0337
COVID-307.png,COVID,31.5873,53.1894,0.0,100.0718,0.456,0.312513,885.0155
COVID-308.png,COVID,10.996,32.3279,0.0,85.5819,0.1762,0.126688,394.3663
COVID-309.png,COVID,43.8093,63.2033,0.0,105.0108,0.7406,0.413049,853.9912
COVID-310.png,COVID,36.1082,55.7056,0.0,102.2285,0.4758,0.350186,988.2248
COVID-311.png,COVID,9.2324,30.9898,0.0,87.7174,0.1889,0.103321,395.2192
COVID-312.png,COVID,41.309,68.0932,0.0,117.5164,0.5065,0.34871,925.2122
COVID-313.png,COVID,48.1665,65.0995,0.0,109.6627,0.6633,0.435812,1113.4274
COVID-314.png,COVID,12.6822,34.6735,0.0,85.086,0.2001,0.147045,461.1683
COVID-315.png,COVID,17.577,41.4297,0.0,91.5274,0.2851,0.189517,543.6626
COVID-317.png,COVID,12.2551,35.8603,0.0,93.4699,0.2312,0.128958,434.3452
COVID-318.png,COVID,50.0544,66.8788,0.0,107.5446,0.7371,0.46174,921.6367
COVID-319.png,COVID,11.5193,31.7402,0.0,82.3652,0.1628,0.138153,397.9074
COVID-320.png,COVID,42.9035,60.6741,0.0,102.704,0.6399,0.414089,877.717
COVID-322.png,COVID,41.8979,58.7932,0.0,100.7466,0.6945,0.411819,833.5592
COVID-323.png,COVID,24.5525,49.1601,0.0,96.8581,0.4424,0.250064,812.5829
COVID-325.png,COVID,35.223,60.5351,0.0,109.8677,0.4926,0.317536,884.2493
COVID-326.png,COVID,35.39,57.0511,0.0,103.4132,0.5226,0.338878,929.5558
COVID-327.png,COVID,19.6918,40.9014,0.0,87.9067,0.2963,0.221385,577.3532
COVID-328.png,COVID,35.4866,60.7619,0.0,116.6061,0.3427,0.302278,821.3561
COVID-329.png,COVID,30.022,54.8186,0.0,104.2533,0.4321,0.285008,808.6587
COVID-330.png,COVID,17.9275,40.5623,0.0,89.2794,0.2765,0.19832,536.9806
COVID-331.png,COVID,39.9451,62.6933,0.0,109.8758,0.5716,0.36022,932.4928
COVID-332.png,COVID,36.4542,64.3417,0.0,115.917,0.4095,0.312055,1052.4743
COVID-333.png,COVID,16.3224,40.5261,0.0,92.2652,0.2684,0.174506,540.9181
